SalePrice,id
206771.12776943622,1461
185911.45666985185,1462
215852.0377688591,1463
169309.4989418152,1464
300675.7148169845,1465
157942.940002768,1466
276586.64568245003,1467
215747.67616990954,1468
131958.45338458294,1469
122889.07840852914,1470
127858.42311320298,1471
383495.8775766864,1472
131887.0038999741,1473
225230.03239621985,1474
150093.05632493127,1475
134887.64923528652,1476
156137.75426479423,1477
108387.22216241164,1478
155417.04081872245,1479
126138.66436622983,1480
327982.46858863987,1481
127939.03697200364,1482
230941.03406732334,1483
139712.19416505564,1484
151468.80980859685,1485
252169.78171024923,1486
130813.60172402211,1487
294106.92159206583,1488
198017.77329299023,1489
68493.22235529202,1490
62181.35566984008,1491
135938.14837401977,1492
200001.6959834385,1493
175261.69688531078,1494
289581.20100284956,1495
311761.97051892907,1496
148996.06339389225,1497
150256.44851574843,1498
125959.9990402408,1499
81492.59063654637,1500
145203.2694565478,1501
160425.1377720355,1502
148101.10364478081,1503
131731.97312101454,1504
142934.20982845183,1505
295706.7371399024,1506
257147.12493958688,1507
247033.54193194705,1508
98584.37349962207,1509
132567.84705834364,1510
177540.7994285962,1511
125963.9731733687,1512
102016.59022913483,1513
350017.4899011479,1514
127774.74862495503,1515
162270.0458211312,1516
196817.51596217538,1517
194490.00733667694,1518
440186.5709245858,1519
120438.19993468783,1520
172202.30103603733,1521
101116.66080341589,1522
210848.86618701456,1523
134525.10750799003,1524
230146.0014237161,1525
300383.755022879,1526
219817.5274604123,1527
212931.6062948396,1528
77372.84885504955,1529
224132.44777852728,1530
266479.3301266434,1531
120265.60114974191,1532
195282.57442276186,1533
141883.3516218867,1534
101774.61374038874,1535
96657.7313583056,1536
117308.5382429215,1537
118516.25374234693,1538
123623.03107424993,1539
113279.17691752424,1540
196343.95939792952,1541
166019.2531484743,1542
244006.39022486206,1543
124756.60228148749,1544
167462.81630972406,1545
263845.4822228203,1546
180613.2284874521,1547
161725.14386952168,1548
60948.079066108854,1549
119521.3192043406,1550
104959.73045445439,1551
112714.07982172832,1552
148650.097086651,1553
139858.99734914477,1554
193456.03112057602,1555
186451.9590531565,1556
215224.4273510803,1557
111448.96575357208,1558
80929.80056882766,1559
116626.43116989463,1560
213052.80386732589,1561
168528.80639495843,1562
121000.47216308728,1563
187295.9943413759,1564
157248.2451514966,1565
251886.87165212745,1566
94378.36279273305,1567
95045.5828467311,1568
115071.25590361533,1569
204952.96218165502,1570
142466.0868318014,1571
181188.1864997165,1572
355457.9565690217,1573
216872.8051707232,1574
236099.33085603622,1575
167134.7664804088,1576
125087.21837549373,1577
144879.253074676,1578
313121.1346943764,1579
175249.85221512447,1580
173263.81129817857,1581
93635.76592916434,1582
141756.7823118521,1583
158819.60773092846,1584
174422.03484901172,1585
94188.93866777906,1586
130038.6714583529,1587
84897.71369902758,1588
141922.4592515924,1589
142089.4577521648,1590
225178.25028596938,1591
217956.46959209844,1592
151043.19355287685,1593
213670.83157850694,1594
172061.66071250144,1595
186503.10946025455,1596
139072.45926282357,1597
187806.29303084634,1598
247875.52041192257,1599
203918.32288219407,1600
103597.00788097818,1601
238919.00519780963,1602
128630.70663399098,1603
220450.76382737522,1604
137205.75758046305,1605
133646.23088093085,1606
110849.67332968413,1607
215404.8183891421,1608
151747.70278894872,1609
108827.48527012853,1610
135777.1300659185,1611
327090.3773313493,1612
184439.24750133912,1613
203111.77010352624,1614
108980.96237113494,1615
83010.41344083793,1616
112727.86868957024,1617
272273.89952440537,1618
231492.2434997485,1619
288068.0067019281,1620
167621.7067428534,1621
408301.1350590436,1622
243355.5195453789,1623
94099.97054550554,1624
147574.7232769794,1625
121010.49756520947,1626
191176.50867221778,1627
344687.5096543116,1628
195380.03789916114,1629
224926.65699659378,1630
130487.05113665963,1631
216732.26306635106,1632
223321.79068214475,1633
156788.65166067047,1634
186508.97292531945,1635
218903.44560844108,1636
215679.87982979315,1637
173423.77682627417,1638
450030.8877987359,1639
110870.08685657023,1640
169802.75564043788,1641
176275.8584002097,1642
121097.64313631505,1643
198030.4097628752,1644
128671.18413683875,1645
377502.4978987067,1646
182775.16351006366,1647
125657.092573034,1648
139498.60781877092,1649
279424.66661321867,1650
289971.9709020257,1651
195153.3289298643,1652
200334.52031769138,1653
142525.2587296373,1654
120676.75454043214,1655
147270.15694000095,1656
307494.0086297629,1657
225720.9032610139,1658
118510.17408413129,1659
314745.40093641717,1660
133121.17403594864,1661
166890.94672775536,1662
116056.95454554886,1663
139724.21281970863,1664
115123.16725194769,1665
179685.53774588602,1666
133922.3158184751,1667
129463.42668459566,1668
257202.861042252,1669
153645.38405568228,1670
90255.9442625534,1671
168868.71993726725,1672
246143.45355728827,1673
154811.97660782334,1674
150979.09291157176,1675
131689.99044257856,1676
207586.39741591242,1677
91621.04490915479,1678
261004.40393040638,1679
172082.5703676846,1680
206872.8448264282,1681
204653.79846778043,1682
174628.5942729158,1683
111302.655188967,1684
413491.3954567461,1685
96513.89469869972,1686
269115.3257046869,1687
100163.26902103191,1688
111956.06393491784,1689
189437.4240044742,1690
135501.78306723695,1691
360424.8733078657,1692
94103.54267241407,1693
127916.1543504943,1694
213631.57165585496,1695
87738.46213986393,1696
188896.65414083723,1697
214179.51686238594,1698
269723.377543977,1699
122956.34993305258,1700
252971.64883231325,1701
106445.52741027006,1702
89466.8720864403,1703
132346.78278362157,1704
228741.25213929612,1705
217491.68798386204,1706
139693.1120540382,1707
145789.11549257324,1708
194174.8268396501,1709
279189.28940678155,1710
80005.90816677784,1711
259975.09525397827,1712
175279.9619577172,1713
163309.80331030837,1714
140667.53863853205,1715
217715.503045279,1716
201662.74390595432,1717
217392.2483219354,1718
214781.83540955142,1719
100428.92893342547,1720
168485.57741008303,1721
311785.464680588,1722
168450.9270665567,1723
129392.21474204052,1724
77791.27039102362,1725
180185.8581646814,1726
188244.4366959264,1727
183246.43288333173,1728
107834.24836757145,1729
150539.1615508332,1730
266903.7847723968,1731
219683.40842485867,1732
319837.81299750454,1733
158732.4548242301,1734
129797.86230322307,1735
181657.3124407974,1736
203296.56818309857,1737
113082.87754193315,1738
392101.10726636706,1739
214016.97904744695,1740
220758.97933872888,1741
187910.4281920701,1742
211830.2514434112,1743
233249.65907916773,1744
178972.225384432,1745
167545.8760973956,1746
